%
% The data in this file was extracted from a direct numerical simulation
% of turbulent channel flow over a bump. Particulars are listed
% below.
%
% References:
%
%   M. Marquillie and J.-P. Laval (2007) "Direct Numerical 
%   Simulation of a separated channel flow with a smooth profile",
%   to appear in Journal of Turbulence
%
%   For the following statistics, (u,v,w) are the tangential, normal
%   and spanwise velocity components in a local coordinate system.
%   The statistics normalized with the maximum velocity at the inlet (Uo)
%   are given at 14 streamwise positions. These statistics are interpolated 
%   from the 2D statistics computed in the fixe coordinate system and given 
%   in NetCDF format (statistics_2d.nc)
%
%  X	: Streamwise coordinates
%  Y-Y0	: Coordinates normal to the wall
%  U	: Mean tangential velocity
%  u'u'	: Tangential component of Reynolds stress
%  v'v'	: Normal component of Reynolds stress
%  w'w'	: Spanwise component of Reynolds stress
%  u'v'	: Shear stress
%
%  Re =  7900
%  Uo =  max[U(x=0,y)] = 1.03367
%  Ny = 100 
%
% Date File Created: November 5, 2007
%
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  5.00764E+00    1.82838E-02   -4.47998E-02    4.42151E-02    1.33260E-02    3.58555E-02   -5.24845E-03
  5.00764E+00    1.96753E-02   -3.65985E-02    4.58031E-02    1.46395E-02    3.63993E-02   -5.90050E-03
  5.00764E+00    2.11669E-02   -2.73526E-02    4.73933E-02    1.60048E-02    3.68599E-02   -6.60552E-03
  5.00764E+00    2.27660E-02   -1.71431E-02    4.90213E-02    1.74210E-02    3.72747E-02   -7.35900E-03
  5.00764E+00    2.44802E-02   -5.95641E-03    5.07031E-02    1.88918E-02    3.76529E-02   -8.16183E-03
  5.00764E+00    2.63178E-02    6.27668E-03    5.24460E-02    2.04120E-02    3.79892E-02   -9.01451E-03
  5.00764E+00    2.82877E-02    1.96542E-02    5.42654E-02    2.19656E-02    3.82575E-02   -9.91565E-03
  5.00764E+00    3.03995E-02    3.42207E-02    5.61927E-02    2.35393E-02    3.84540E-02   -1.08591E-02
  5.00764E+00    3.26633E-02    5.00590E-02    5.82281E-02    2.51247E-02    3.85874E-02   -1.18428E-02
  5.00764E+00    3.50901E-02    6.73999E-02    6.03215E-02    2.66971E-02    3.86859E-02   -1.28684E-02
  5.00764E+00    3.76916E-02    8.64339E-02    6.24489E-02    2.82407E-02    3.88169E-02   -1.39479E-02
  5.00764E+00    4.04804E-02    1.07370E-01    6.46244E-02    2.97334E-02    3.90130E-02   -1.50845E-02
  5.00764E+00    4.34701E-02    1.30399E-01    6.68965E-02    3.11604E-02    3.93173E-02   -1.62590E-02
  5.00764E+00    4.66749E-02    1.55727E-01    6.93282E-02    3.25150E-02    3.98391E-02   -1.74448E-02
  5.00764E+00    5.01105E-02    1.83653E-01    7.19989E-02    3.38002E-02    4.06421E-02   -1.86337E-02
  5.00764E+00    5.37936E-02    2.14633E-01    7.49526E-02    3.50071E-02    4.16315E-02   -1.98191E-02
  5.00764E+00    5.77417E-02    2.49377E-01    7.81687E-02    3.60925E-02    4.26792E-02   -2.09788E-02
  5.00764E+00    6.19742E-02    2.88714E-01    8.16821E-02    3.70094E-02    4.35752E-02   -2.20836E-02
  5.00764E+00    6.65114E-02    3.33602E-01    8.57034E-02    3.76758E-02    4.40011E-02   -2.30396E-02
  5.00764E+00    7.13752E-02    3.84552E-01    9.00703E-02    3.80292E-02    4.37143E-02   -2.37399E-02
  5.00764E+00    7.65893E-02    4.42500E-01    9.42055E-02    3.79867E-02    4.27528E-02   -2.40992E-02
  5.00764E+00    8.21787E-02    5.08359E-01    9.74204E-02    3.73689E-02    4.13238E-02   -2.39781E-02
  5.00764E+00    8.81707E-02    5.81983E-01    9.94606E-02    3.61131E-02    3.95750E-02   -2.33616E-02
  5.00764E+00    9.45940E-02    6.63218E-01    9.94894E-02    3.41536E-02    3.75384E-02   -2.21593E-02
  5.00764E+00    1.01480E-01    7.51214E-01    9.62098E-02    3.14891E-02    3.47722E-02   -2.02679E-02
  5.00764E+00    1.08861E-01    8.42777E-01    8.92480E-02    2.83180E-02    3.07125E-02   -1.78076E-02
  5.00764E+00    1.16775E-01    9.33165E-01    7.85380E-02    2.48440E-02    2.58050E-02   -1.49386E-02
  5.00764E+00    1.25257E-01    1.01564E+00    6.43375E-02    2.12080E-02    2.12613E-02   -1.20392E-02
  5.00764E+00    1.34351E-01    1.08519E+00    5.00414E-02    1.76794E-02    1.72998E-02   -9.16670E-03
  5.00764E+00    1.44099E-01    1.13945E+00    3.71013E-02    1.43045E-02    1.39769E-02   -6.63690E-03
  5.00764E+00    1.54549E-01    1.17960E+00    2.55347E-02    1.12477E-02    1.09706E-02   -4.54353E-03
  5.00764E+00    1.65752E-01    1.20772E+00    1.66250E-02    8.72331E-03    8.17307E-03   -2.85079E-03
  5.00764E+00    1.77761E-01    1.22469E+00    1.16591E-02    6.80362E-03    6.17491E-03   -1.80893E-03
  5.00764E+00    1.90635E-01    1.23411E+00    8.82530E-03    5.47633E-03    5.00041E-03   -1.23463E-03
  5.00764E+00    2.04436E-01    1.23938E+00    7.13417E-03    4.52972E-03    4.15409E-03   -9.21085E-04
  5.00764E+00    2.19230E-01    1.24262E+00    6.07698E-03    3.90053E-03    3.65284E-03   -8.30592E-04
  5.00764E+00    2.35090E-01    1.24497E+00    5.35490E-03    3.53370E-03    3.25466E-03   -8.50544E-04
  5.00764E+00    2.52091E-01    1.24700E+00    4.91403E-03    3.27873E-03    2.89025E-03   -8.53002E-04
  5.00764E+00    2.70317E-01    1.24905E+00    4.60423E-03    3.06386E-03    2.65916E-03   -8.73906E-04
  5.00764E+00    2.89855E-01    1.25147E+00    4.34640E-03    2.91140E-03    2.53887E-03   -9.30741E-04
  5.00764E+00    3.10799E-01    1.25441E+00    4.12998E-03    2.74855E-03    2.47339E-03   -9.76665E-04
  5.00764E+00    3.33252E-01    1.25751E+00    3.96451E-03    2.57717E-03    2.39430E-03   -1.02225E-03
  5.00764E+00    3.57321E-01    1.26024E+00    3.84597E-03    2.40571E-03    2.26132E-03   -1.04161E-03
  5.00764E+00    3.83123E-01    1.26334E+00    3.71433E-03    2.24249E-03    2.09304E-03   -1.01629E-03
  5.00764E+00    4.10783E-01    1.26713E+00    3.53010E-03    2.09561E-03    1.91510E-03   -9.67110E-04
  5.00764E+00    4.40435E-01    1.27102E+00    3.32303E-03    1.94006E-03    1.74721E-03   -8.97159E-04
  5.00764E+00    4.72221E-01    1.27477E+00    3.04417E-03    1.78389E-03    1.56781E-03   -7.89656E-04
  5.00764E+00    5.06296E-01    1.27822E+00    2.79458E-03    1.68787E-03    1.40088E-03   -6.69304E-04
  5.00764E+00    5.42824E-01    1.28162E+00    2.49164E-03    1.61014E-03    1.26490E-03   -5.36777E-04
  5.00764E+00    5.81983E-01    1.28419E+00    2.17620E-03    1.52261E-03    1.12891E-03   -3.91193E-04
  5.00764E+00    6.23961E-01    1.28559E+00    1.94577E-03    1.42161E-03    1.04686E-03   -2.21624E-04
  5.00764E+00    6.68961E-01    1.28557E+00    1.81629E-03    1.34796E-03    9.92500E-04   -7.98559E-05
  5.00764E+00    7.17201E-01    1.28398E+00    1.74017E-03    1.28936E-03    9.91775E-04    5.57935E-05
  5.00764E+00    7.68915E-01    1.28016E+00    1.69445E-03    1.26817E-03    9.95744E-04    2.18758E-04
  5.00764E+00    8.24352E-01    1.27369E+00    1.69543E-03    1.27219E-03    1.03926E-03    4.34179E-04
  5.00764E+00    8.83780E-01    1.26274E+00    1.84857E-03    1.38999E-03    1.18950E-03    6.77673E-04
  5.00764E+00    9.47487E-01    1.24685E+00    2.12938E-03    1.61573E-03    1.32256E-03    9.33599E-04
  5.00764E+00    1.01578E+00    1.22844E+00    2.48974E-03    1.83796E-03    1.54096E-03    1.18492E-03
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  6.00589E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  6.00589E+00    7.50422E-05    9.64054E-04    4.49389E-06    2.69493E-07    6.18137E-06   -2.03278E-09
  6.00589E+00    1.55479E-04    2.00903E-03    1.93620E-05    1.06860E-06    2.65838E-05   -1.86077E-08
  6.00589E+00    2.41712E-04    3.12562E-03    3.52498E-05    1.92250E-06    4.83846E-05   -3.62460E-08
  6.00589E+00    3.34159E-04    4.34594E-03    7.37898E-05    4.06023E-06    1.00728E-04   -1.48430E-07
  6.00589E+00    4.33251E-04    5.65713E-03    1.18989E-04    6.57262E-06    1.62072E-04   -2.85341E-07
  6.00589E+00    5.39482E-04    7.06231E-03    1.67429E-04    9.26508E-06    2.27812E-04   -4.31765E-07
  6.00589E+00    6.53371E-04    8.60517E-03    2.48200E-04    1.38817E-05    3.35679E-04   -9.22028E-07
  6.00589E+00    7.75456E-04    1.02679E-02    3.47800E-04    1.96124E-05    4.68169E-04   -1.59968E-06
  6.00589E+00    9.06333E-04    1.20505E-02    4.54581E-04    2.57559E-05    6.10211E-04   -2.32509E-06
  6.00589E+00    1.04663E-03    1.39801E-02    5.80137E-04    3.31177E-05    7.75827E-04   -3.35839E-06
  6.00589E+00    1.19703E-03    1.61055E-02    7.64132E-04    4.44890E-05    1.01262E-03   -5.63719E-06
  6.00589E+00    1.35826E-03    1.83854E-02    9.61496E-04    5.66856E-05    1.26662E-03   -8.07842E-06
  6.00589E+00    1.53109E-03    2.08280E-02    1.17292E-03    6.97497E-05    1.53874E-03   -1.06900E-05
  6.00589E+00    1.71638E-03    2.35172E-02    1.45029E-03    8.82681E-05    1.88328E-03   -1.57463E-05
  6.00589E+00    1.91499E-03    2.64335E-02    1.77496E-03    1.10563E-04    2.28100E-03   -2.23932E-05
  6.00589E+00    2.12792E-03    2.95620E-02    2.12319E-03    1.34473E-04    2.70763E-03   -2.95136E-05
  6.00589E+00    2.35617E-03    3.29515E-02    2.51997E-03    1.62966E-04    3.18403E-03   -3.88688E-05
  6.00589E+00    2.60085E-03    3.66713E-02    3.01191E-03    2.01728E-04    3.74787E-03   -5.38961E-05
  6.00589E+00    2.86315E-03    4.06588E-02    3.53912E-03    2.43265E-04    4.35222E-03   -6.99836E-05
  6.00589E+00    3.14434E-03    4.49471E-02    4.11123E-03    2.89003E-04    5.00384E-03   -8.80063E-05
  6.00589E+00    3.44577E-03    4.96373E-02    4.80607E-03    3.53298E-04    5.73911E-03   -1.17516E-04
  6.00589E+00    3.76891E-03    5.46647E-02    5.55066E-03    4.22185E-04    6.52715E-03   -1.49109E-04
  6.00589E+00    4.11531E-03    6.00623E-02    6.35574E-03    4.98284E-04    7.37146E-03   -1.84396E-04
  6.00589E+00    4.48665E-03    6.58646E-02    7.27405E-03    5.99682E-04    8.26414E-03   -2.35048E-04
  6.00589E+00    4.88473E-03    7.20833E-02    8.25799E-03    7.08304E-04    9.22069E-03   -2.89274E-04
  6.00589E+00    5.31147E-03    7.87129E-02    9.31628E-03    8.33822E-04    1.02216E-02   -3.52628E-04
  6.00589E+00    5.76894E-03    8.57221E-02    1.04540E-02    9.85829E-04    1.12425E-02   -4.30662E-04
  6.00589E+00    6.25934E-03    9.32404E-02    1.16741E-02    1.14880E-03    1.23373E-02   -5.14285E-04
  6.00589E+00    6.78505E-03    1.01034E-01    1.29307E-02    1.34606E-03    1.34071E-02   -6.13751E-04
  6.00589E+00    7.34861E-03    1.09301E-01    1.42608E-02    1.56366E-03    1.45223E-02   -7.23025E-04
  6.00589E+00    7.95275E-03    1.17939E-01    1.56318E-02    1.80839E-03    1.56486E-02   -8.43250E-04
  6.00589E+00    8.60038E-03    1.26831E-01    1.70130E-02    2.08817E-03    1.67463E-02   -9.76775E-04
  6.00589E+00    9.29464E-03    1.36228E-01    1.84592E-02    2.39271E-03    1.78883E-02   -1.12018E-03
  6.00589E+00    1.00389E-02    1.45609E-01    1.98384E-02    2.74094E-03    1.89415E-02   -1.27472E-03
  6.00589E+00    1.08367E-02    1.55574E-01    2.12938E-02    3.11630E-03    2.00507E-02   -1.44024E-03
  6.00589E+00    1.16920E-02    1.65319E-01    2.26280E-02    3.53861E-03    2.10440E-02   -1.61458E-03
  6.00589E+00    1.26089E-02    1.75606E-01    2.40202E-02    3.99357E-03    2.20798E-02   -1.80081E-03
  6.00589E+00    1.35918E-02    1.85620E-01    2.52775E-02    4.49448E-03    2.30097E-02   -1.99441E-03
  6.00589E+00    1.46454E-02    1.95976E-01    2.65395E-02    5.03383E-03    2.39493E-02   -2.20019E-03
  6.00589E+00    1.57749E-02    2.06184E-01    2.76918E-02    5.61740E-03    2.48229E-02   -2.41610E-03
  6.00589E+00    1.69858E-02    2.16388E-01    2.87652E-02    6.24239E-03    2.56680E-02   -2.64356E-03
  6.00589E+00    1.82838E-02    2.26751E-01    2.97909E-02    6.91160E-03    2.65030E-02   -2.88404E-03
  6.00589E+00    1.96752E-02    2.36626E-01    3.06333E-02    7.61968E-03    2.72736E-02   -3.13563E-03
  6.00589E+00    2.11669E-02    2.46638E-01    3.14277E-02    8.37084E-03    2.80479E-02   -3.40057E-03
  6.00589E+00    2.27660E-02    2.56555E-01    3.21259E-02    9.16416E-03    2.88065E-02   -3.67757E-03
  6.00589E+00    2.44801E-02    2.66058E-01    3.26972E-02    9.99172E-03    2.95240E-02   -3.96232E-03
  6.00589E+00    2.63178E-02    2.75545E-01    3.32160E-02    1.08608E-02    3.02318E-02   -4.25724E-03
  6.00589E+00    2.82877E-02    2.84948E-01    3.36790E-02    1.17708E-02    3.09218E-02   -4.56182E-03
  6.00589E+00    3.03994E-02    2.94080E-01    3.40882E-02    1.27165E-02    3.15766E-02   -4.87511E-03
  6.00589E+00    3.26632E-02    3.02972E-01    3.44607E-02    1.36948E-02    3.21830E-02   -5.19904E-03
  6.00589E+00    3.50900E-02    3.11735E-01    3.48128E-02    1.47114E-02    3.27288E-02   -5.54164E-03
  6.00589E+00    3.76915E-02    3.20377E-01    3.51621E-02    1.57658E-02    3.32062E-02   -5.90843E-03
  6.00589E+00    4.04804E-02    3.28911E-01    3.55282E-02    1.68537E-02    3.36303E-02   -6.30475E-03
  6.00589E+00    4.34700E-02    3.37348E-01    3.59256E-02    1.79723E-02    3.40098E-02   -6.73539E-03
  6.00589E+00    4.66749E-02    3.45744E-01    3.63469E-02    1.91213E-02    3.43318E-02   -7.20272E-03
  6.00589E+00    5.01105E-02    3.54153E-01    3.67833E-02    2.03017E-02    3.45930E-02   -7.70805E-03
  6.00589E+00    5.37935E-02    3.62674E-01    3.72044E-02    2.15044E-02    3.48025E-02   -8.23882E-03
  6.00589E+00    5.77417E-02    3.71408E-01    3.76216E-02    2.27187E-02    3.49741E-02   -8.78463E-03
  6.00589E+00    6.19741E-02    3.80531E-01    3.80670E-02    2.39332E-02    3.51360E-02   -9.34977E-03
  6.00589E+00    6.65113E-02    3.90135E-01    3.85599E-02    2.51387E-02    3.53533E-02   -9.94520E-03
  6.00589E+00    7.13752E-02    4.00326E-01    3.91347E-02    2.63324E-02    3.56994E-02   -1.05642E-02
  6.00589E+00    7.65893E-02    4.11200E-01    3.98606E-02    2.75056E-02    3.61883E-02   -1.12030E-02
  6.00589E+00    8.21787E-02    4.22787E-01    4.07914E-02    2.86257E-02    3.68109E-02   -1.18513E-02
  6.00589E+00    8.81706E-02    4.35284E-01    4.19090E-02    2.96562E-02    3.74365E-02   -1.25047E-02
  6.00589E+00    9.45940E-02    4.48888E-01    4.32045E-02    3.05862E-02    3.81331E-02   -1.31820E-02
  6.00589E+00    1.01480E-01    4.63379E-01    4.46109E-02    3.13767E-02    3.88442E-02   -1.38851E-02
  6.00589E+00    1.08861E-01    4.78860E-01    4.62028E-02    3.20216E-02    3.91181E-02   -1.45738E-02
  6.00589E+00    1.16774E-01    4.96171E-01    4.79775E-02    3.25409E-02    3.91582E-02   -1.51816E-02
  6.00589E+00    1.25257E-01    5.15560E-01    4.97536E-02    3.29677E-02    3.89845E-02   -1.56793E-02
  6.00589E+00    1.34351E-01    5.36747E-01    5.12307E-02    3.33282E-02    3.85368E-02   -1.61769E-02
  6.00589E+00    1.44099E-01    5.59749E-01    5.24035E-02    3.35425E-02    3.81494E-02   -1.67571E-02
  6.00589E+00    1.54549E-01    5.85428E-01    5.35935E-02    3.36344E-02    3.73936E-02   -1.71269E-02
  6.00589E+00    1.65752E-01    6.14276E-01    5.46333E-02    3.35008E-02    3.67654E-02   -1.73331E-02
  6.00589E+00    1.77761E-01    6.44833E-01    5.50013E-02    3.30517E-02    3.59469E-02   -1.72567E-02
  6.00589E+00    1.90635E-01    6.78095E-01    5.50499E-02    3.22042E-02    3.42726E-02   -1.68195E-02
  6.00589E+00    2.04436E-01    7.14117E-01    5.44585E-02    3.07454E-02    3.21900E-02   -1.60579E-02
  6.00589E+00    2.19230E-01    7.50878E-01    5.31581E-02    2.86572E-02    3.05079E-02   -1.49026E-02
  6.00589E+00    2.35090E-01    7.88725E-01    5.07827E-02    2.63232E-02    2.79918E-02   -1.35511E-02
  6.00589E+00    2.52091E-01    8.29102E-01    4.69585E-02    2.40195E-02    2.42331E-02   -1.17502E-02
  6.00589E+00    2.70317E-01    8.70004E-01    4.19242E-02    2.14926E-02    2.00453E-02   -1.01226E-02
  6.00589E+00    2.89855E-01    9.09115E-01    3.57923E-02    1.85554E-02    1.64182E-02   -8.87397E-03
  6.00589E+00    3.10799E-01    9.45852E-01    2.82968E-02    1.53784E-02    1.29701E-02   -7.26291E-03
  6.00589E+00    3.33252E-01    9.76506E-01    2.19629E-02    1.25733E-02    1.00722E-02   -5.93564E-03
  6.00589E+00    3.57321E-01    1.00224E+00    1.68471E-02    1.01976E-02    7.89503E-03   -4.84724E-03
  6.00589E+00    3.83123E-01    1.02428E+00    1.27839E-02    7.79247E-03    5.86405E-03   -3.59896E-03
  6.00589E+00    4.10783E-01    1.04263E+00    9.11190E-03    5.82192E-03    4.61458E-03   -2.60710E-03
  6.00589E+00    4.40435E-01    1.05784E+00    6.71625E-03    4.54806E-03    3.46648E-03   -1.99220E-03
  6.00589E+00    4.72221E-01    1.07042E+00    5.38942E-03    3.59965E-03    2.74469E-03   -1.51554E-03
  6.00589E+00    5.06296E-01    1.08120E+00    4.59610E-03    2.86536E-03    2.29392E-03   -1.20309E-03
  6.00589E+00    5.42825E-01    1.09139E+00    3.97906E-03    2.39344E-03    2.01111E-03   -1.05296E-03
  6.00589E+00    5.81983E-01    1.10167E+00    3.53954E-03    2.07249E-03    1.79326E-03   -8.99350E-04
  6.00589E+00    6.23961E-01    1.11109E+00    3.28175E-03    1.84968E-03    1.54224E-03   -7.69762E-04
  6.00589E+00    6.68961E-01    1.11981E+00    2.97982E-03    1.69567E-03    1.33913E-03   -6.35550E-04
  6.00589E+00    7.17201E-01    1.12834E+00    2.62959E-03    1.54053E-03    1.18264E-03   -4.30836E-04
  6.00589E+00    7.68915E-01    1.13626E+00    2.34464E-03    1.39118E-03    1.08442E-03   -1.92900E-04
  6.00589E+00    8.24352E-01    1.14144E+00    2.21482E-03    1.30029E-03    9.97502E-04    2.06528E-05
  6.00589E+00    8.83780E-01    1.14461E+00    2.17381E-03    1.24857E-03    9.49622E-04    2.09802E-04
  6.00589E+00    9.47487E-01    1.14472E+00    2.07700E-03    1.19763E-03    9.53154E-04    3.72115E-04
  6.00589E+00    1.01578E+00    1.14092E+00    2.11622E-03    1.21527E-03    1.04891E-03    5.64016E-04
 
       X              Y-Y0           U              u'u'           v'v'           w'w'           u'v'
  7.00414E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  7.00414E+00    7.50385E-05    1.22451E-03    1.40031E-06    2.44005E-08    1.94631E-06   -1.62545E-09
  7.00414E+00    1.55482E-04    2.54057E-03    8.14776E-06    9.20874E-08    1.12284E-05   -1.12713E-08
  7.00414E+00    2.41715E-04    3.95025E-03    1.53749E-05    1.64584E-07    2.11704E-05   -2.15847E-08
  7.00414E+00    3.34159E-04    5.46709E-03    2.83417E-05    3.05475E-07    3.87278E-05   -6.23335E-08
  7.00414E+00    4.33259E-04    7.09874E-03    4.92781E-05    5.41691E-07    6.68494E-05   -1.46073E-07
  7.00414E+00    5.39493E-04    8.84794E-03    7.17217E-05    7.94906E-07    9.69960E-05   -2.35780E-07
  7.00414E+00    6.53375E-04    1.07234E-02    9.57846E-05    1.06638E-06    1.29318E-04   -3.31890E-07
  7.00414E+00    7.75460E-04    1.27515E-02    1.42139E-04    1.64260E-06    1.89238E-04   -6.95859E-07
  7.00414E+00    9.06333E-04    1.49271E-02    1.93060E-04    2.27734E-06    2.54984E-04   -1.10144E-06
  7.00414E+00    1.04663E-03    1.72587E-02    2.47629E-04    2.95751E-06    3.25439E-04   -1.53589E-06
  7.00414E+00    1.19703E-03    1.97650E-02    3.11431E-04    3.79208E-06    4.06738E-04   -2.13413E-06
  7.00414E+00    1.35825E-03    2.24757E-02    4.09019E-04    5.26910E-06    5.25575E-04   -3.51043E-06
  7.00414E+00    1.53109E-03    2.53798E-02    5.13564E-04    6.85139E-06    6.52885E-04   -4.98455E-06
  7.00414E+00    1.71636E-03    2.84941E-02    6.25671E-04    8.54812E-06    7.89405E-04   -6.56497E-06
  7.00414E+00    1.91498E-03    3.18489E-02    7.65852E-04    1.09603E-05    9.53629E-04   -9.10988E-06
  7.00414E+00    2.12790E-03    3.54679E-02    9.46065E-04    1.44352E-05    1.15641E-03   -1.31132E-05
  7.00414E+00    2.35615E-03    3.93475E-02    1.13925E-03    1.81602E-05    1.37379E-03   -1.74042E-05
  7.00414E+00    2.60083E-03    4.35050E-02    1.34626E-03    2.21516E-05    1.60672E-03   -2.20015E-05
  7.00414E+00    2.86314E-03    4.79932E-02    1.62419E-03    2.89956E-05    1.89378E-03   -3.06774E-05
  7.00414E+00    3.14432E-03    5.28065E-02    1.93182E-03    3.67807E-05    2.20789E-03   -4.06332E-05
  7.00414E+00    3.44575E-03    5.79653E-02    2.26150E-03    4.51239E-05    2.54451E-03   -5.13018E-05
  7.00414E+00    3.76889E-03    6.34941E-02    2.65561E-03    5.69794E-05    2.92217E-03   -6.67716E-05
  7.00414E+00    4.11529E-03    6.94164E-02    3.11303E-03    7.21989E-05    3.34132E-03   -8.68322E-05
  7.00414E+00    4.48663E-03    7.57644E-02    3.60329E-03    8.85110E-05    3.79055E-03   -1.08331E-04
  7.00414E+00    4.88470E-03    8.25207E-02    4.16200E-03    1.10133E-04    4.27494E-03   -1.36530E-04
  7.00414E+00    5.31144E-03    8.97036E-02    4.79684E-03    1.37833E-04    4.79684E-03   -1.72391E-04
  7.00414E+00    5.76891E-03    9.74031E-02    5.47727E-03    1.67522E-04    5.35623E-03   -2.10822E-04
  7.00414E+00    6.25931E-03    1.05474E-01    6.23131E-03    2.07360E-04    5.93725E-03   -2.60278E-04
  7.00414E+00    6.78502E-03    1.14021E-01    7.05222E-03    2.54317E-04    6.54968E-03   -3.17665E-04
  7.00414E+00    7.34859E-03    1.23164E-01    7.93155E-03    3.05370E-04    7.20348E-03   -3.79733E-04
  7.00414E+00    7.95272E-03    1.32440E-01    8.85321E-03    3.75080E-04    7.84156E-03   -4.57859E-04
  7.00414E+00    8.60036E-03    1.42387E-01    9.84146E-03    4.49820E-04    8.52569E-03   -5.41603E-04
  7.00414E+00    9.29463E-03    1.52533E-01    1.08421E-02    5.41250E-04    9.20020E-03   -6.36753E-04
  7.00414E+00    1.00389E-02    1.63077E-01    1.18770E-02    6.46303E-04    9.88569E-03   -7.42040E-04
  7.00414E+00    1.08367E-02    1.73974E-01    1.29260E-02    7.66133E-04    1.05786E-02   -8.56258E-04
  7.00414E+00    1.16920E-02    1.84913E-01    1.39411E-02    9.07354E-04    1.12454E-02   -9.80999E-04
  7.00414E+00    1.26089E-02    1.96283E-01    1.49729E-02    1.06389E-03    1.19273E-02   -1.11404E-03
  7.00414E+00    1.35918E-02    2.07415E-01    1.59126E-02    1.24668E-03    1.25616E-02   -1.25470E-03
  7.00414E+00    1.46454E-02    2.18903E-01    1.68515E-02    1.44800E-03    1.32048E-02   -1.40315E-03
  7.00414E+00    1.57749E-02    2.30067E-01    1.76823E-02    1.67741E-03    1.38000E-02   -1.55638E-03
  7.00414E+00    1.69857E-02    2.41311E-01    1.84731E-02    1.93038E-03    1.43843E-02   -1.71483E-03
  7.00414E+00    1.82838E-02    2.52385E-01    1.91860E-02    2.21097E-03    1.49382E-02   -1.87687E-03
  7.00414E+00    1.96752E-02    2.63082E-01    1.98076E-02    2.52063E-03    1.54517E-02   -2.03922E-03
  7.00414E+00    2.11669E-02    2.73933E-01    2.04004E-02    2.85699E-03    1.59605E-02   -2.20721E-03
  7.00414E+00    2.27660E-02    2.83922E-01    2.08651E-02    3.22575E-03    1.64006E-02   -2.36956E-03
  7.00414E+00    2.44801E-02    2.93884E-01    2.12948E-02    3.62268E-03    1.68274E-02   -2.53566E-03
  7.00414E+00    2.63178E-02    3.03693E-01    2.16761E-02    4.04998E-03    1.72324E-02   -2.70447E-03
  7.00414E+00    2.82877E-02    3.12744E-01    2.19718E-02    4.50640E-03    1.75785E-02   -2.87046E-03
  7.00414E+00    3.03994E-02    3.21675E-01    2.22376E-02    4.99205E-03    1.79030E-02   -3.04162E-03
  7.00414E+00    3.26632E-02    3.30411E-01    2.24720E-02    5.50751E-03    1.82010E-02   -3.21834E-03
  7.00414E+00    3.50900E-02    3.38844E-01    2.26789E-02    6.05138E-03    1.84667E-02   -3.40164E-03
  7.00414E+00    3.76915E-02    3.46900E-01    2.28669E-02    6.61932E-03    1.87101E-02   -3.59404E-03
  7.00414E+00    4.04804E-02    3.54778E-01    2.30555E-02    7.21212E-03    1.89455E-02   -3.79647E-03
  7.00414E+00    4.34700E-02    3.62451E-01    2.32457E-02    7.82759E-03    1.91755E-02   -4.00884E-03
  7.00414E+00    4.66749E-02    3.69903E-01    2.34409E-02    8.46309E-03    1.94048E-02   -4.23167E-03
  7.00414E+00    5.01105E-02    3.77134E-01    2.36493E-02    9.11717E-03    1.96404E-02   -4.46811E-03
  7.00414E+00    5.37935E-02    3.84151E-01    2.38839E-02    9.79156E-03    1.98838E-02   -4.72516E-03
  7.00414E+00    5.77417E-02    3.90951E-01    2.41574E-02    1.04926E-02    2.01133E-02   -5.01040E-03
  7.00414E+00    6.19741E-02    3.97579E-01    2.44479E-02    1.12267E-02    2.03119E-02   -5.32879E-03
  7.00414E+00    6.65113E-02    4.04133E-01    2.47306E-02    1.19943E-02    2.04949E-02   -5.67625E-03
  7.00414E+00    7.13752E-02    4.10706E-01    2.49995E-02    1.27888E-02    2.07009E-02   -6.03834E-03
  7.00414E+00    7.65892E-02    4.17364E-01    2.52627E-02    1.35956E-02    2.09527E-02   -6.39924E-03
  7.00414E+00    8.21787E-02    4.24166E-01    2.55397E-02    1.43891E-02    2.12651E-02   -6.75340E-03
  7.00414E+00    8.81706E-02    4.31213E-01    2.58665E-02    1.51407E-02    2.16580E-02   -7.10446E-03
  7.00414E+00    9.45939E-02    4.38458E-01    2.62501E-02    1.58320E-02    2.20638E-02   -7.46249E-03
  7.00414E+00    1.01480E-01    4.45936E-01    2.66837E-02    1.64894E-02    2.23246E-02   -7.84134E-03
  7.00414E+00    1.08861E-01    4.53877E-01    2.71548E-02    1.71237E-02    2.23922E-02   -8.24589E-03
  7.00414E+00    1.16774E-01    4.62361E-01    2.76721E-02    1.77285E-02    2.24557E-02   -8.67326E-03
  7.00414E+00    1.25257E-01    4.71675E-01    2.83346E-02    1.83157E-02    2.26733E-02   -9.12725E-03
  7.00414E+00    1.34351E-01    4.82339E-01    2.91602E-02    1.88683E-02    2.30946E-02   -9.61743E-03
  7.00414E+00    1.44099E-01    4.94243E-01    3.01549E-02    1.93835E-02    2.36657E-02   -1.01331E-02
  7.00414E+00    1.54549E-01    5.07193E-01    3.14789E-02    1.98511E-02    2.41656E-02   -1.06859E-02
